padron_electoral,frecuencia,frecuencia_%
967,0.0007680491551459293,0.08
1300,0.0007680491551459293,0.08
933,0.0007680491551459293,0.08
505,0.0007680491551459293,0.08
782,0.0007680491551459293,0.08
653,0.0007680491551459293,0.08
2380,0.0007680491551459293,0.08
1858,0.0007680491551459293,0.08
2069,0.0007680491551459293,0.08
1391,0.0007680491551459293,0.08
602,0.0007680491551459293,0.08
1269,0.0007680491551459293,0.08
2672,0.0007680491551459293,0.08
1508,0.0007680491551459293,0.08
224,0.0007680491551459293,0.08
1507,0.0007680491551459293,0.08
1692,0.0007680491551459293,0.08
2149,0.0007680491551459293,0.08
1730,0.0007680491551459293,0.08
1875,0.0007680491551459293,0.08
743,0.0007680491551459293,0.08
1628,0.0007680491551459293,0.08
1334,0.0007680491551459293,0.08
1333,0.0007680491551459293,0.08
955,0.0007680491551459293,0.08
1041,0.0007680491551459293,0.08
1044,0.0007680491551459293,0.08
801,0.0007680491551459293,0.08
397,0.0007680491551459293,0.08
1897,0.0007680491551459293,0.08
615,0.0007680491551459293,0.08
1447,0.0007680491551459293,0.08
195,0.0007680491551459293,0.08
1284,0.0007680491551459293,0.08
1599,0.0007680491551459293,0.08
1110,0.0007680491551459293,0.08
1435,0.0007680491551459293,0.08
269,0.0007680491551459293,0.08
1226,0.0007680491551459293,0.08
1416,0.0007680491551459293,0.08
1324,0.0007680491551459293,0.08
1335,0.0007680491551459293,0.08
338,0.0007680491551459293,0.08
306,0.0007680491551459293,0.08
613,0.0007680491551459293,0.08
1310,0.0007680491551459293,0.08
1055,0.0007680491551459293,0.08
1495,0.0007680491551459293,0.08
1078,0.0007680491551459293,0.08
854,0.0007680491551459293,0.08
1143,0.0007680491551459293,0.08
2014,0.0007680491551459293,0.08
616,0.0007680491551459293,0.08
1381,0.0007680491551459293,0.08
1718,0.0007680491551459293,0.08
1660,0.0007680491551459293,0.08
1047,0.0007680491551459293,0.08
1280,0.0007680491551459293,0.08
564,0.0007680491551459293,0.08
1229,0.0007680491551459293,0.08
715,0.0007680491551459293,0.08
1650,0.0007680491551459293,0.08
1440,0.0007680491551459293,0.08
790,0.0007680491551459293,0.08
1400,0.0007680491551459293,0.08
969,0.0007680491551459293,0.08
2101,0.0007680491551459293,0.08
845,0.0007680491551459293,0.08
682,0.0007680491551459293,0.08
1188,0.0007680491551459293,0.08
538,0.0007680491551459293,0.08
753,0.0007680491551459293,0.08
793,0.0007680491551459293,0.08
1990,0.0007680491551459293,0.08
268,0.0007680491551459293,0.08
1520,0.0007680491551459293,0.08
2249,0.0007680491551459293,0.08
2690,0.0007680491551459293,0.08
1071,0.0007680491551459293,0.08
979,0.0007680491551459293,0.08
914,0.0007680491551459293,0.08
3020,0.0007680491551459293,0.08
1086,0.0007680491551459293,0.08
1945,0.0007680491551459293,0.08
920,0.0007680491551459293,0.08
1630,0.0007680491551459293,0.08
1995,0.0005120327700972862,0.05
1058,0.0005120327700972862,0.05
1616,0.0005120327700972862,0.05
3272,0.0005120327700972862,0.05
4247,0.0005120327700972862,0.05
2062,0.0005120327700972862,0.05
1303,0.0005120327700972862,0.05
1419,0.0005120327700972862,0.05
1924,0.0005120327700972862,0.05
1695,0.0005120327700972862,0.05
3391,0.0005120327700972862,0.05
821,0.0005120327700972862,0.05
1523,0.0005120327700972862,0.05
1935,0.0005120327700972862,0.05
2902,0.0005120327700972862,0.05
911,0.0005120327700972862,0.05
536,0.0005120327700972862,0.05
328,0.0005120327700972862,0.05
539,0.0005120327700972862,0.05
1098,0.0005120327700972862,0.05
142,0.0005120327700972862,0.05
1346,0.0005120327700972862,0.05
1907,0.0005120327700972862,0.05
1649,0.0005120327700972862,0.05
893,0.0005120327700972862,0.05
1622,0.0005120327700972862,0.05
2610,0.0005120327700972862,0.05
3296,0.0005120327700972862,0.05
730,0.0005120327700972862,0.05
930,0.0005120327700972862,0.05
1383,0.0005120327700972862,0.05
1632,0.0005120327700972862,0.05
2438,0.0005120327700972862,0.05
2541,0.0005120327700972862,0.05
1092,0.0005120327700972862,0.05
2191,0.0005120327700972862,0.05
1998,0.0005120327700972862,0.05
2093,0.0005120327700972862,0.05
1589,0.0005120327700972862,0.05
199,0.0005120327700972862,0.05
1894,0.0005120327700972862,0.05
1499,0.0005120327700972862,0.05
1130,0.0005120327700972862,0.05
1983,0.0005120327700972862,0.05
1817,0.0005120327700972862,0.05
1558,0.0005120327700972862,0.05
514,0.0005120327700972862,0.05
2252,0.0005120327700972862,0.05
2491,0.0005120327700972862,0.05
784,0.0005120327700972862,0.05
1368,0.0005120327700972862,0.05
1638,0.0005120327700972862,0.05
842,0.0005120327700972862,0.05
2121,0.0005120327700972862,0.05
361,0.0005120327700972862,0.05
2245,0.0005120327700972862,0.05
2243,0.0005120327700972862,0.05
1879,0.0005120327700972862,0.05
765,0.0005120327700972862,0.05
517,0.0005120327700972862,0.05
1643,0.0005120327700972862,0.05
1588,0.0005120327700972862,0.05
3194,0.0005120327700972862,0.05
1519,0.0005120327700972862,0.05
1102,0.0005120327700972862,0.05
2605,0.0005120327700972862,0.05
1027,0.0005120327700972862,0.05
1602,0.0005120327700972862,0.05
2433,0.0005120327700972862,0.05
644,0.0005120327700972862,0.05
980,0.0005120327700972862,0.05
1326,0.0005120327700972862,0.05
1635,0.0005120327700972862,0.05
1929,0.0005120327700972862,0.05
1048,0.0005120327700972862,0.05
852,0.0005120327700972862,0.05
472,0.0005120327700972862,0.05
1450,0.0005120327700972862,0.05
2912,0.0005120327700972862,0.05
3015,0.0005120327700972862,0.05
741,0.0005120327700972862,0.05
1037,0.0005120327700972862,0.05
1584,0.0005120327700972862,0.05
563,0.0005120327700972862,0.05
2010,0.0005120327700972862,0.05
2636,0.0005120327700972862,0.05
2885,0.0005120327700972862,0.05
1952,0.0005120327700972862,0.05
1190,0.0005120327700972862,0.05
1452,0.0005120327700972862,0.05
2350,0.0005120327700972862,0.05
112,0.0005120327700972862,0.05
1172,0.0005120327700972862,0.05
1801,0.0005120327700972862,0.05
1890,0.0005120327700972862,0.05
1981,0.0005120327700972862,0.05
2418,0.0005120327700972862,0.05
1225,0.0005120327700972862,0.05
2278,0.0005120327700972862,0.05
1213,0.0005120327700972862,0.05
1258,0.0005120327700972862,0.05
710,0.0005120327700972862,0.05
1623,0.0005120327700972862,0.05
1417,0.0005120327700972862,0.05
1538,0.0005120327700972862,0.05
1656,0.0005120327700972862,0.05
1642,0.0005120327700972862,0.05
2521,0.0005120327700972862,0.05
868,0.0005120327700972862,0.05
1052,0.0005120327700972862,0.05
1187,0.0005120327700972862,0.05
3770,0.0005120327700972862,0.05
853,0.0005120327700972862,0.05
2873,0.0005120327700972862,0.05
2497,0.0005120327700972862,0.05
781,0.0005120327700972862,0.05
1634,0.0005120327700972862,0.05
3586,0.0005120327700972862,0.05
1069,0.0005120327700972862,0.05
1939,0.0005120327700972862,0.05
917,0.0005120327700972862,0.05
327,0.0005120327700972862,0.05
655,0.0005120327700972862,0.05
575,0.0005120327700972862,0.05
1272,0.0005120327700972862,0.05
632,0.0005120327700972862,0.05
1464,0.0005120327700972862,0.05
1075,0.0005120327700972862,0.05
690,0.0005120327700972862,0.05
1179,0.0005120327700972862,0.05
806,0.0005120327700972862,0.05
904,0.0005120327700972862,0.05
1686,0.0005120327700972862,0.05
1250,0.0005120327700972862,0.05
651,0.0005120327700972862,0.05
1356,0.0005120327700972862,0.05
2097,0.0005120327700972862,0.05
1946,0.0005120327700972862,0.05
573,0.0005120327700972862,0.05
1183,0.0005120327700972862,0.05
804,0.0005120327700972862,0.05
1521,0.0005120327700972862,0.05
807,0.0005120327700972862,0.05
1492,0.0005120327700972862,0.05
1023,0.0005120327700972862,0.05
1855,0.0005120327700972862,0.05
1116,0.0005120327700972862,0.05
392,0.0005120327700972862,0.05
621,0.0005120327700972862,0.05
3582,0.0005120327700972862,0.05
1281,0.0005120327700972862,0.05
918,0.0005120327700972862,0.05
997,0.0005120327700972862,0.05
1455,0.0005120327700972862,0.05
686,0.0005120327700972862,0.05
1174,0.0005120327700972862,0.05
847,0.0005120327700972862,0.05
1031,0.0005120327700972862,0.05
2352,0.0005120327700972862,0.05
668,0.0005120327700972862,0.05
890,0.0005120327700972862,0.05
1996,0.0005120327700972862,0.05
3258,0.0005120327700972862,0.05
664,0.0005120327700972862,0.05
566,0.0005120327700972862,0.05
840,0.0005120327700972862,0.05
1409,0.0005120327700972862,0.05
280,0.0005120327700972862,0.05
532,0.0005120327700972862,0.05
457,0.0005120327700972862,0.05
816,0.0005120327700972862,0.05
2378,0.0005120327700972862,0.05
3498,0.0005120327700972862,0.05
434,0.0005120327700972862,0.05
2365,0.0005120327700972862,0.05
1411,0.0005120327700972862,0.05
1842,0.0005120327700972862,0.05
1763,0.0005120327700972862,0.05
1806,0.0005120327700972862,0.05
1355,0.0005120327700972862,0.05
1412,0.0005120327700972862,0.05
2218,0.0005120327700972862,0.05
1339,0.0005120327700972862,0.05
1772,0.0005120327700972862,0.05
681,0.0005120327700972862,0.05
1119,0.0005120327700972862,0.05
677,0.0005120327700972862,0.05
508,0.0005120327700972862,0.05
1592,0.0005120327700972862,0.05
1496,0.0005120327700972862,0.05
2058,0.0005120327700972862,0.05
2737,0.0005120327700972862,0.05
1467,0.0005120327700972862,0.05
860,0.0005120327700972862,0.05
2215,0.0005120327700972862,0.05
966,0.0005120327700972862,0.05
1088,0.0005120327700972862,0.05
2736,0.0005120327700972862,0.05
2259,0.0005120327700972862,0.05
1911,0.0005120327700972862,0.05
2562,0.0005120327700972862,0.05
1371,0.0005120327700972862,0.05
2770,0.0005120327700972862,0.05
2667,0.0005120327700972862,0.05
1099,0.0005120327700972862,0.05
1244,0.0005120327700972862,0.05
169,0.0005120327700972862,0.05
490,0.0005120327700972862,0.05
1850,0.0005120327700972862,0.05
162,0.0005120327700972862,0.05
1816,0.0005120327700972862,0.05
1259,0.0005120327700972862,0.05
972,0.0005120327700972862,0.05
764,0.0005120327700972862,0.05
1797,0.0005120327700972862,0.05
667,0.0005120327700972862,0.05
1587,0.0005120327700972862,0.05
149,0.0005120327700972862,0.05
138,0.0005120327700972862,0.05
1460,0.0005120327700972862,0.05
1236,0.0005120327700972862,0.05
1506,0.0005120327700972862,0.05
2089,0.0005120327700972862,0.05
1702,0.0005120327700972862,0.05
2030,0.0005120327700972862,0.05
2415,0.0005120327700972862,0.05
898,0.0005120327700972862,0.05
1053,0.0005120327700972862,0.05
1750,0.0005120327700972862,0.05
1217,0.0005120327700972862,0.05
1770,0.0005120327700972862,0.05
1761,0.0005120327700972862,0.05
2395,0.0005120327700972862,0.05
1029,0.0005120327700972862,0.05
1140,0.0005120327700972862,0.05
544,0.0005120327700972862,0.05
884,0.0005120327700972862,0.05
1422,0.0005120327700972862,0.05
1444,0.0005120327700972862,0.05
935,0.0005120327700972862,0.05
891,0.0005120327700972862,0.05
1286,0.0005120327700972862,0.05
672,0.0005120327700972862,0.05
546,0.0005120327700972862,0.05
1899,0.0005120327700972862,0.05
1186,0.0005120327700972862,0.05
624,0.0005120327700972862,0.05
921,0.0005120327700972862,0.05
1585,0.0005120327700972862,0.05
1594,0.0005120327700972862,0.05
2486,0.0005120327700972862,0.05
2005,0.0005120327700972862,0.05
1308,0.0005120327700972862,0.05
799,0.0005120327700972862,0.05
1315,0.0005120327700972862,0.05
1161,0.0005120327700972862,0.05
1961,0.0005120327700972862,0.05
1476,0.0005120327700972862,0.05
386,0.0005120327700972862,0.05
196,0.0005120327700972862,0.05
1501,0.0005120327700972862,0.05
1572,0.0005120327700972862,0.05
351,0.0005120327700972862,0.05
1118,0.0005120327700972862,0.05
1103,0.0005120327700972862,0.05
1666,0.0005120327700972862,0.05
1219,0.0005120327700972862,0.05
451,0.0005120327700972862,0.05
353,0.0005120327700972862,0.05
1032,0.0005120327700972862,0.05
669,0.0005120327700972862,0.05
2147,0.0005120327700972862,0.05
1214,0.0005120327700972862,0.05
233,0.0005120327700972862,0.05
529,0.0005120327700972862,0.05
994,0.0005120327700972862,0.05
576,0.0005120327700972862,0.05
737,0.0005120327700972862,0.05
1829,0.0005120327700972862,0.05
1696,0.0005120327700972862,0.05
303,0.0005120327700972862,0.05
1746,0.0005120327700972862,0.05
2301,0.0005120327700972862,0.05
2006,0.0005120327700972862,0.05
975,0.0005120327700972862,0.05
923,0.0005120327700972862,0.05
2031,0.0005120327700972862,0.05
3112,0.0005120327700972862,0.05
1224,0.0005120327700972862,0.05
2268,0.0005120327700972862,0.05
704,0.0005120327700972862,0.05
1639,0.0005120327700972862,0.05
3469,0.0005120327700972862,0.05
794,0.0005120327700972862,0.05
2924,0.0005120327700972862,0.05
1395,0.0005120327700972862,0.05
447,0.0005120327700972862,0.05
1138,0.0005120327700972862,0.05
469,0.0005120327700972862,0.05
1776,0.0005120327700972862,0.05
292,0.0005120327700972862,0.05
165,0.0005120327700972862,0.05
2032,0.0005120327700972862,0.05
4131,0.0005120327700972862,0.05
2713,0.0005120327700972862,0.05
485,0.0005120327700972862,0.05
278,0.0005120327700972862,0.05
1546,0.0005120327700972862,0.05
2780,0.0005120327700972862,0.05
1533,0.0005120327700972862,0.05
234,0.0005120327700972862,0.05
2572,0.0005120327700972862,0.05
1091,0.0005120327700972862,0.05
869,0.0005120327700972862,0.05
633,0.0005120327700972862,0.05
859,0.0005120327700972862,0.05
2188,0.0005120327700972862,0.05
1240,0.0005120327700972862,0.05
760,0.0005120327700972862,0.05
3893,0.0005120327700972862,0.05
1257,0.0005120327700972862,0.05
348,0.0005120327700972862,0.05
154,0.0005120327700972862,0.05
323,0.0005120327700972862,0.05
257,0.0005120327700972862,0.05
2384,0.0005120327700972862,0.05
3003,0.0005120327700972862,0.05
603,0.0005120327700972862,0.05
134,0.0005120327700972862,0.05
1373,0.0005120327700972862,0.05
582,0.0005120327700972862,0.05
1887,0.0005120327700972862,0.05
2077,0.0005120327700972862,0.05
572,0.0005120327700972862,0.05
1497,0.0005120327700972862,0.05
1251,0.0005120327700972862,0.05
2138,0.0005120327700972862,0.05
1903,0.0005120327700972862,0.05
2474,0.0005120327700972862,0.05
2293,0.0005120327700972862,0.05
1593,0.0005120327700972862,0.05
350,0.0005120327700972862,0.05
1672,0.0005120327700972862,0.05
763,0.0005120327700972862,0.05
1664,0.0005120327700972862,0.05
862,0.0005120327700972862,0.05
1142,0.0005120327700972862,0.05
540,0.0005120327700972862,0.05
1191,0.0005120327700972862,0.05
1394,0.0005120327700972862,0.05
1570,0.0005120327700972862,0.05
1578,0.0005120327700972862,0.05
2156,0.0005120327700972862,0.05
239,0.0005120327700972862,0.05
549,0.0005120327700972862,0.05
899,0.0005120327700972862,0.05
489,0.0005120327700972862,0.05
324,0.0005120327700972862,0.05
720,0.0005120327700972862,0.05
1242,0.0005120327700972862,0.05
906,0.0005120327700972862,0.05
108,0.0005120327700972862,0.05
744,0.0005120327700972862,0.05
1406,0.0005120327700972862,0.05
1808,0.0005120327700972862,0.05
584,0.0005120327700972862,0.05
304,0.0005120327700972862,0.05
2905,0.0005120327700972862,0.05
1200,0.0005120327700972862,0.05
1022,0.0005120327700972862,0.05
570,0.0005120327700972862,0.05
947,0.0005120327700972862,0.05
688,0.0005120327700972862,0.05
1121,0.0005120327700972862,0.05
1060,0.0005120327700972862,0.05
2561,0.0005120327700972862,0.05
683,0.0005120327700972862,0.05
426,0.0005120327700972862,0.05
1220,0.0005120327700972862,0.05
476,0.0005120327700972862,0.05
153,0.0005120327700972862,0.05
421,0.0005120327700972862,0.05
1318,0.0005120327700972862,0.05
445,0.0005120327700972862,0.05
1024,0.0005120327700972862,0.05
2114,0.0005120327700972862,0.05
2935,0.0005120327700972862,0.05
1203,0.0005120327700972862,0.05
808,0.0005120327700972862,0.05
1057,0.0005120327700972862,0.05
1967,0.0005120327700972862,0.05
3223,0.0005120327700972862,0.05
1554,0.0005120327700972862,0.05
2975,0.0005120327700972862,0.05
427,0.0005120327700972862,0.05
2375,0.0005120327700972862,0.05
2193,0.0005120327700972862,0.05
200,0.0005120327700972862,0.05
954,0.0005120327700972862,0.05
1105,0.0005120327700972862,0.05
1158,0.0005120327700972862,0.05
171,0.0005120327700972862,0.05
1209,0.0005120327700972862,0.05
1036,0.0005120327700972862,0.05
2002,0.0005120327700972862,0.05
2237,0.0005120327700972862,0.05
341,0.0005120327700972862,0.05
545,0.0005120327700972862,0.05
391,0.0005120327700972862,0.05
2660,0.0005120327700972862,0.05
1474,0.0005120327700972862,0.05
246,0.0005120327700972862,0.05
778,0.0005120327700972862,0.05
520,0.0005120327700972862,0.05
8626,0.0005120327700972862,0.05
