lista_nominal,frecuencia,frecuencia_%
562,0.0005120327700972862,0.05
857,0.0005120327700972862,0.05
1483,0.0005120327700972862,0.05
2175,0.0005120327700972862,0.05
883,0.0005120327700972862,0.05
1262,0.0005120327700972862,0.05
2626,0.0005120327700972862,0.05
1123,0.0005120327700972862,0.05
701,0.0005120327700972862,0.05
566,0.0005120327700972862,0.05
900,0.0005120327700972862,0.05
649,0.0005120327700972862,0.05
384,0.0005120327700972862,0.05
2867,0.0005120327700972862,0.05
213,0.0005120327700972862,0.05
2662,0.0005120327700972862,0.05
265,0.0005120327700972862,0.05
1462,0.0005120327700972862,0.05
1842,0.0005120327700972862,0.05
1540,0.0005120327700972862,0.05
1767,0.0005120327700972862,0.05
2980,0.0005120327700972862,0.05
721,0.0005120327700972862,0.05
1467,0.0005120327700972862,0.05
2787,0.0005120327700972862,0.05
855,0.0005120327700972862,0.05
636,0.0005120327700972862,0.05
1982,0.0005120327700972862,0.05
1502,0.0005120327700972862,0.05
615,0.0005120327700972862,0.05
696,0.0005120327700972862,0.05
755,0.0005120327700972862,0.05
164,0.0005120327700972862,0.05
876,0.0005120327700972862,0.05
688,0.0005120327700972862,0.05
479,0.0005120327700972862,0.05
1042,0.0005120327700972862,0.05
2309,0.0005120327700972862,0.05
1746,0.0005120327700972862,0.05
764,0.0005120327700972862,0.05
258,0.0005120327700972862,0.05
1274,0.0005120327700972862,0.05
781,0.0005120327700972862,0.05
2136,0.0005120327700972862,0.05
1524,0.0005120327700972862,0.05
1964,0.0005120327700972862,0.05
758,0.0005120327700972862,0.05
1658,0.0005120327700972862,0.05
1476,0.0005120327700972862,0.05
1572,0.0005120327700972862,0.05
760,0.0005120327700972862,0.05
2064,0.0005120327700972862,0.05
1954,0.0005120327700972862,0.05
1257,0.0005120327700972862,0.05
1402,0.0005120327700972862,0.05
2610,0.0005120327700972862,0.05
248,0.0005120327700972862,0.05
2065,0.0005120327700972862,0.05
1646,0.0005120327700972862,0.05
2686,0.0005120327700972862,0.05
1551,0.0005120327700972862,0.05
1600,0.0005120327700972862,0.05
1124,0.0005120327700972862,0.05
3208,0.0005120327700972862,0.05
2855,0.0005120327700972862,0.05
1348,0.0005120327700972862,0.05
2184,0.0005120327700972862,0.05
2274,0.0005120327700972862,0.05
877,0.0005120327700972862,0.05
693,0.0005120327700972862,0.05
962,0.0005120327700972862,0.05
673,0.0005120327700972862,0.05
2268,0.0005120327700972862,0.05
1545,0.0005120327700972862,0.05
1071,0.0005120327700972862,0.05
1299,0.0005120327700972862,0.05
1475,0.0005120327700972862,0.05
260,0.0005120327700972862,0.05
8560,0.0005120327700972862,0.05
1309,0.0005120327700972862,0.05
1248,0.0005120327700972862,0.05
389,0.0005120327700972862,0.05
1156,0.0005120327700972862,0.05
1247,0.0005120327700972862,0.05
1455,0.0005120327700972862,0.05
1724,0.0005120327700972862,0.05
2562,0.0005120327700972862,0.05
2318,0.0005120327700972862,0.05
1627,0.0005120327700972862,0.05
835,0.0005120327700972862,0.05
536,0.0005120327700972862,0.05
1205,0.0005120327700972862,0.05
1408,0.0005120327700972862,0.05
804,0.0005120327700972862,0.05
2224,0.0005120327700972862,0.05
300,0.0005120327700972862,0.05
1460,0.0005120327700972862,0.05
2366,0.0005120327700972862,0.05
276,0.0005120327700972862,0.05
2463,0.0005120327700972862,0.05
1705,0.0005120327700972862,0.05
1801,0.0005120327700972862,0.05
1129,0.0005120327700972862,0.05
272,0.0005120327700972862,0.05
291,0.0005120327700972862,0.05
1255,0.0005120327700972862,0.05
2146,0.0005120327700972862,0.05
2008,0.0005120327700972862,0.05
2074,0.0002560163850486431,0.03
2900,0.0002560163850486431,0.03
1666,0.0002560163850486431,0.03
3005,0.0002560163850486431,0.03
3498,0.0002560163850486431,0.03
96,0.0002560163850486431,0.03
4151,0.0002560163850486431,0.03
209,0.0002560163850486431,0.03
1588,0.0002560163850486431,0.03
2443,0.0002560163850486431,0.03
156,0.0002560163850486431,0.03
3848,0.0002560163850486431,0.03
5499,0.0002560163850486431,0.03
2646,0.0002560163850486431,0.03
6609,0.0002560163850486431,0.03
549,0.0002560163850486431,0.03
2885,0.0002560163850486431,0.03
2188,0.0002560163850486431,0.03
216,0.0002560163850486431,0.03
2765,0.0002560163850486431,0.03
2912,0.0002560163850486431,0.03
778,0.0002560163850486431,0.03
4119,0.0002560163850486431,0.03
511,0.0002560163850486431,0.03
4481,0.0002560163850486431,0.03
5392,0.0002560163850486431,0.03
7645,0.0002560163850486431,0.03
2604,0.0002560163850486431,0.03
7348,0.0002560163850486431,0.03
95,0.0002560163850486431,0.03
4061,0.0002560163850486431,0.03
2826,0.0002560163850486431,0.03
3867,0.0002560163850486431,0.03
1573,0.0002560163850486431,0.03
4604,0.0002560163850486431,0.03
2102,0.0002560163850486431,0.03
1729,0.0002560163850486431,0.03
1303,0.0002560163850486431,0.03
3375,0.0002560163850486431,0.03
1611,0.0002560163850486431,0.03
2220,0.0002560163850486431,0.03
657,0.0002560163850486431,0.03
150,0.0002560163850486431,0.03
2275,0.0002560163850486431,0.03
2118,0.0002560163850486431,0.03
1661,0.0002560163850486431,0.03
646,0.0002560163850486431,0.03
1689,0.0002560163850486431,0.03
1059,0.0002560163850486431,0.03
174,0.0002560163850486431,0.03
396,0.0002560163850486431,0.03
2134,0.0002560163850486431,0.03
377,0.0002560163850486431,0.03
1795,0.0002560163850486431,0.03
2020,0.0002560163850486431,0.03
1344,0.0002560163850486431,0.03
1398,0.0002560163850486431,0.03
2242,0.0002560163850486431,0.03
1463,0.0002560163850486431,0.03
1184,0.0002560163850486431,0.03
2362,0.0002560163850486431,0.03
1575,0.0002560163850486431,0.03
2862,0.0002560163850486431,0.03
192,0.0002560163850486431,0.03
2774,0.0002560163850486431,0.03
766,0.0002560163850486431,0.03
2009,0.0002560163850486431,0.03
2291,0.0002560163850486431,0.03
1686,0.0002560163850486431,0.03
2265,0.0002560163850486431,0.03
969,0.0002560163850486431,0.03
932,0.0002560163850486431,0.03
1644,0.0002560163850486431,0.03
236,0.0002560163850486431,0.03
1664,0.0002560163850486431,0.03
1056,0.0002560163850486431,0.03
798,0.0002560163850486431,0.03
3098,0.0002560163850486431,0.03
1897,0.0002560163850486431,0.03
2209,0.0002560163850486431,0.03
2135,0.0002560163850486431,0.03
2593,0.0002560163850486431,0.03
107,0.0002560163850486431,0.03
607,0.0002560163850486431,0.03
7762,0.0002560163850486431,0.03
1861,0.0002560163850486431,0.03
2334,0.0002560163850486431,0.03
358,0.0002560163850486431,0.03
4277,0.0002560163850486431,0.03
1503,0.0002560163850486431,0.03
1596,0.0002560163850486431,0.03
1227,0.0002560163850486431,0.03
5116,0.0002560163850486431,0.03
7096,0.0002560163850486431,0.03
271,0.0002560163850486431,0.03
2911,0.0002560163850486431,0.03
1150,0.0002560163850486431,0.03
133,0.0002560163850486431,0.03
1850,0.0002560163850486431,0.03
5009,0.0002560163850486431,0.03
1603,0.0002560163850486431,0.03
1654,0.0002560163850486431,0.03
3361,0.0002560163850486431,0.03
182,0.0002560163850486431,0.03
896,0.0002560163850486431,0.03
2849,0.0002560163850486431,0.03
1216,0.0002560163850486431,0.03
647,0.0002560163850486431,0.03
2496,0.0002560163850486431,0.03
7577,0.0002560163850486431,0.03
1990,0.0002560163850486431,0.03
2865,0.0002560163850486431,0.03
2296,0.0002560163850486431,0.03
1086,0.0002560163850486431,0.03
491,0.0002560163850486431,0.03
2829,0.0002560163850486431,0.03
3892,0.0002560163850486431,0.03
1021,0.0002560163850486431,0.03
5257,0.0002560163850486431,0.03
2018,0.0002560163850486431,0.03
2537,0.0002560163850486431,0.03
4142,0.0002560163850486431,0.03
5416,0.0002560163850486431,0.03
533,0.0002560163850486431,0.03
2148,0.0002560163850486431,0.03
10038,0.0002560163850486431,0.03
7268,0.0002560163850486431,0.03
6704,0.0002560163850486431,0.03
2337,0.0002560163850486431,0.03
2497,0.0002560163850486431,0.03
8808,0.0002560163850486431,0.03
4432,0.0002560163850486431,0.03
9529,0.0002560163850486431,0.03
14771,0.0002560163850486431,0.03
417,0.0002560163850486431,0.03
1337,0.0002560163850486431,0.03
521,0.0002560163850486431,0.03
373,0.0002560163850486431,0.03
157,0.0002560163850486431,0.03
1425,0.0002560163850486431,0.03
1586,0.0002560163850486431,0.03
1395,0.0002560163850486431,0.03
2917,0.0002560163850486431,0.03
3627,0.0002560163850486431,0.03
3908,0.0002560163850486431,0.03
3322,0.0002560163850486431,0.03
3491,0.0002560163850486431,0.03
1870,0.0002560163850486431,0.03
3839,0.0002560163850486431,0.03
1773,0.0002560163850486431,0.03
2553,0.0002560163850486431,0.03
6345,0.0002560163850486431,0.03
2926,0.0002560163850486431,0.03
3019,0.0002560163850486431,0.03
4187,0.0002560163850486431,0.03
2300,0.0002560163850486431,0.03
2579,0.0002560163850486431,0.03
812,0.0002560163850486431,0.03
3647,0.0002560163850486431,0.03
2961,0.0002560163850486431,0.03
2548,0.0002560163850486431,0.03
3373,0.0002560163850486431,0.03
2587,0.0002560163850486431,0.03
3930,0.0002560163850486431,0.03
1848,0.0002560163850486431,0.03
2176,0.0002560163850486431,0.03
5714,0.0002560163850486431,0.03
2181,0.0002560163850486431,0.03
5781,0.0002560163850486431,0.03
3657,0.0002560163850486431,0.03
2500,0.0002560163850486431,0.03
6976,0.0002560163850486431,0.03
1944,0.0002560163850486431,0.03
2677,0.0002560163850486431,0.03
1761,0.0002560163850486431,0.03
2364,0.0002560163850486431,0.03
4554,0.0002560163850486431,0.03
4384,0.0002560163850486431,0.03
1898,0.0002560163850486431,0.03
6715,0.0002560163850486431,0.03
10290,0.0002560163850486431,0.03
4316,0.0002560163850486431,0.03
2996,0.0002560163850486431,0.03
14742,0.0002560163850486431,0.03
2044,0.0002560163850486431,0.03
2742,0.0002560163850486431,0.03
1544,0.0002560163850486431,0.03
383,0.0002560163850486431,0.03
462,0.0002560163850486431,0.03
1918,0.0002560163850486431,0.03
722,0.0002560163850486431,0.03
3419,0.0002560163850486431,0.03
262,0.0002560163850486431,0.03
2322,0.0002560163850486431,0.03
2273,0.0002560163850486431,0.03
481,0.0002560163850486431,0.03
2414,0.0002560163850486431,0.03
2860,0.0002560163850486431,0.03
2523,0.0002560163850486431,0.03
1536,0.0002560163850486431,0.03
2315,0.0002560163850486431,0.03
632,0.0002560163850486431,0.03
1152,0.0002560163850486431,0.03
1330,0.0002560163850486431,0.03
872,0.0002560163850486431,0.03
2576,0.0002560163850486431,0.03
2304,0.0002560163850486431,0.03
2650,0.0002560163850486431,0.03
2053,0.0002560163850486431,0.03
1372,0.0002560163850486431,0.03
3314,0.0002560163850486431,0.03
1847,0.0002560163850486431,0.03
406,0.0002560163850486431,0.03
3115,0.0002560163850486431,0.03
2035,0.0002560163850486431,0.03
2109,0.0002560163850486431,0.03
2895,0.0002560163850486431,0.03
1308,0.0002560163850486431,0.03
2942,0.0002560163850486431,0.03
2615,0.0002560163850486431,0.03
1622,0.0002560163850486431,0.03
1245,0.0002560163850486431,0.03
1947,0.0002560163850486431,0.03
2442,0.0002560163850486431,0.03
2467,0.0002560163850486431,0.03
3181,0.0002560163850486431,0.03
1078,0.0002560163850486431,0.03
1813,0.0002560163850486431,0.03
1809,0.0002560163850486431,0.03
2521,0.0002560163850486431,0.03
2114,0.0002560163850486431,0.03
1690,0.0002560163850486431,0.03
3058,0.0002560163850486431,0.03
2888,0.0002560163850486431,0.03
1934,0.0002560163850486431,0.03
1566,0.0002560163850486431,0.03
1355,0.0002560163850486431,0.03
4225,0.0002560163850486431,0.03
2232,0.0002560163850486431,0.03
9586,0.0002560163850486431,0.03
2289,0.0002560163850486431,0.03
8197,0.0002560163850486431,0.03
190,0.0002560163850486431,0.03
2385,0.0002560163850486431,0.03
2213,0.0002560163850486431,0.03
2815,0.0002560163850486431,0.03
1238,0.0002560163850486431,0.03
780,0.0002560163850486431,0.03
111,0.0002560163850486431,0.03
1865,0.0002560163850486431,0.03
4373,0.0002560163850486431,0.03
1194,0.0002560163850486431,0.03
1859,0.0002560163850486431,0.03
2513,0.0002560163850486431,0.03
1185,0.0002560163850486431,0.03
1750,0.0002560163850486431,0.03
1394,0.0002560163850486431,0.03
1840,0.0002560163850486431,0.03
413,0.0002560163850486431,0.03
863,0.0002560163850486431,0.03
1440,0.0002560163850486431,0.03
1565,0.0002560163850486431,0.03
1651,0.0002560163850486431,0.03
1981,0.0002560163850486431,0.03
199,0.0002560163850486431,0.03
353,0.0002560163850486431,0.03
1529,0.0002560163850486431,0.03
3888,0.0002560163850486431,0.03
3265,0.0002560163850486431,0.03
3740,0.0002560163850486431,0.03
469,0.0002560163850486431,0.03
1250,0.0002560163850486431,0.03
2040,0.0002560163850486431,0.03
1786,0.0002560163850486431,0.03
3118,0.0002560163850486431,0.03
2791,0.0002560163850486431,0.03
2235,0.0002560163850486431,0.03
3464,0.0002560163850486431,0.03
1755,0.0002560163850486431,0.03
2618,0.0002560163850486431,0.03
2365,0.0002560163850486431,0.03
5471,0.0002560163850486431,0.03
3172,0.0002560163850486431,0.03
4066,0.0002560163850486431,0.03
3219,0.0002560163850486431,0.03
2971,0.0002560163850486431,0.03
4739,0.0002560163850486431,0.03
4691,0.0002560163850486431,0.03
3400,0.0002560163850486431,0.03
2456,0.0002560163850486431,0.03
5625,0.0002560163850486431,0.03
1805,0.0002560163850486431,0.03
2075,0.0002560163850486431,0.03
147,0.0002560163850486431,0.03
2347,0.0002560163850486431,0.03
5025,0.0002560163850486431,0.03
3096,0.0002560163850486431,0.03
823,0.0002560163850486431,0.03
256,0.0002560163850486431,0.03
175,0.0002560163850486431,0.03
159,0.0002560163850486431,0.03
834,0.0002560163850486431,0.03
1234,0.0002560163850486431,0.03
518,0.0002560163850486431,0.03
163,0.0002560163850486431,0.03
101,0.0002560163850486431,0.03
2038,0.0002560163850486431,0.03
2080,0.0002560163850486431,0.03
1591,0.0002560163850486431,0.03
463,0.0002560163850486431,0.03
2992,0.0002560163850486431,0.03
3531,0.0002560163850486431,0.03
943,0.0002560163850486431,0.03
3221,0.0002560163850486431,0.03
2720,0.0002560163850486431,0.03
2423,0.0002560163850486431,0.03
93,0.0002560163850486431,0.03
3064,0.0002560163850486431,0.03
723,0.0002560163850486431,0.03
658,0.0002560163850486431,0.03
269,0.0002560163850486431,0.03
2918,0.0002560163850486431,0.03
149,0.0002560163850486431,0.03
136,0.0002560163850486431,0.03
138,0.0002560163850486431,0.03
1391,0.0002560163850486431,0.03
510,0.0002560163850486431,0.03
837,0.0002560163850486431,0.03
1081,0.0002560163850486431,0.03
1374,0.0002560163850486431,0.03
2566,0.0002560163850486431,0.03
4092,0.0002560163850486431,0.03
1442,0.0002560163850486431,0.03
3240,0.0002560163850486431,0.03
3900,0.0002560163850486431,0.03
4434,0.0002560163850486431,0.03
1206,0.0002560163850486431,0.03
3448,0.0002560163850486431,0.03
2453,0.0002560163850486431,0.03
1760,0.0002560163850486431,0.03
2100,0.0002560163850486431,0.03
2417,0.0002560163850486431,0.03
4327,0.0002560163850486431,0.03
2270,0.0002560163850486431,0.03
3128,0.0002560163850486431,0.03
1684,0.0002560163850486431,0.03
1558,0.0002560163850486431,0.03
1514,0.0002560163850486431,0.03
2459,0.0002560163850486431,0.03
2564,0.0002560163850486431,0.03
3184,0.0002560163850486431,0.03
2471,0.0002560163850486431,0.03
3264,0.0002560163850486431,0.03
1370,0.0002560163850486431,0.03
2998,0.0002560163850486431,0.03
1377,0.0002560163850486431,0.03
306,0.0002560163850486431,0.03
3069,0.0002560163850486431,0.03
4633,0.0002560163850486431,0.03
3486,0.0002560163850486431,0.03
393,0.0002560163850486431,0.03
4907,0.0002560163850486431,0.03
2329,0.0002560163850486431,0.03
1888,0.0002560163850486431,0.03
2504,0.0002560163850486431,0.03
3130,0.0002560163850486431,0.03
2439,0.0002560163850486431,0.03
4067,0.0002560163850486431,0.03
1807,0.0002560163850486431,0.03
3310,0.0002560163850486431,0.03
1680,0.0002560163850486431,0.03
635,0.0002560163850486431,0.03
3359,0.0002560163850486431,0.03
2783,0.0002560163850486431,0.03
2522,0.0002560163850486431,0.03
2599,0.0002560163850486431,0.03
15,0.0002560163850486431,0.03
2466,0.0002560163850486431,0.03
1405,0.0002560163850486431,0.03
2492,0.0002560163850486431,0.03
3258,0.0002560163850486431,0.03
3587,0.0002560163850486431,0.03
2510,0.0002560163850486431,0.03
2592,0.0002560163850486431,0.03
1708,0.0002560163850486431,0.03
3054,0.0002560163850486431,0.03
3604,0.0002560163850486431,0.03
8718,0.0002560163850486431,0.03
625,0.0002560163850486431,0.03
2837,0.0002560163850486431,0.03
1013,0.0002560163850486431,0.03
3380,0.0002560163850486431,0.03
8379,0.0002560163850486431,0.03
2667,0.0002560163850486431,0.03
3972,0.0002560163850486431,0.03
2286,0.0002560163850486431,0.03
2695,0.0002560163850486431,0.03
1846,0.0002560163850486431,0.03
2359,0.0002560163850486431,0.03
5247,0.0002560163850486431,0.03
2635,0.0002560163850486431,0.03
440,0.0002560163850486431,0.03
2864,0.0002560163850486431,0.03
3955,0.0002560163850486431,0.03
925,0.0002560163850486431,0.03
1390,0.0002560163850486431,0.03
2614,0.0002560163850486431,0.03
2505,0.0002560163850486431,0.03
2756,0.0002560163850486431,0.03
1230,0.0002560163850486431,0.03
1838,0.0002560163850486431,0.03
1007,0.0002560163850486431,0.03
4235,0.0002560163850486431,0.03
2094,0.0002560163850486431,0.03
4352,0.0002560163850486431,0.03
3629,0.0002560163850486431,0.03
9267,0.0002560163850486431,0.03
1948,0.0002560163850486431,0.03
2718,0.0002560163850486431,0.03
4667,0.0002560163850486431,0.03
8347,0.0002560163850486431,0.03
4638,0.0002560163850486431,0.03
3693,0.0002560163850486431,0.03
3056,0.0002560163850486431,0.03
5333,0.0002560163850486431,0.03
4123,0.0002560163850486431,0.03
1710,0.0002560163850486431,0.03
973,0.0002560163850486431,0.03
2243,0.0002560163850486431,0.03
3353,0.0002560163850486431,0.03
2468,0.0002560163850486431,0.03
537,0.0002560163850486431,0.03
648,0.0002560163850486431,0.03
7321,0.0002560163850486431,0.03
795,0.0002560163850486431,0.03
131,0.0002560163850486431,0.03
2581,0.0002560163850486431,0.03
2313,0.0002560163850486431,0.03
787,0.0002560163850486431,0.03
6245,0.0002560163850486431,0.03
1742,0.0002560163850486431,0.03
564,0.0002560163850486431,0.03
619,0.0002560163850486431,0.03
5474,0.0002560163850486431,0.03
2141,0.0002560163850486431,0.03
3443,0.0002560163850486431,0.03
2071,0.0002560163850486431,0.03
4120,0.0002560163850486431,0.03
3452,0.0002560163850486431,0.03
378,0.0002560163850486431,0.03
960,0.0002560163850486431,0.03
2608,0.0002560163850486431,0.03
3320,0.0002560163850486431,0.03
531,0.0002560163850486431,0.03
2577,0.0002560163850486431,0.03
938,0.0002560163850486431,0.03
2066,0.0002560163850486431,0.03
2823,0.0002560163850486431,0.03
323,0.0002560163850486431,0.03
359,0.0002560163850486431,0.03
363,0.0002560163850486431,0.03
226,0.0002560163850486431,0.03
3475,0.0002560163850486431,0.03
1260,0.0002560163850486431,0.03
5359,0.0002560163850486431,0.03
1296,0.0002560163850486431,0.03
261,0.0002560163850486431,0.03
568,0.0002560163850486431,0.03
1353,0.0002560163850486431,0.03
2584,0.0002560163850486431,0.03
4045,0.0002560163850486431,0.03
2216,0.0002560163850486431,0.03
165,0.0002560163850486431,0.03
1688,0.0002560163850486431,0.03
1160,0.0002560163850486431,0.03
1516,0.0002560163850486431,0.03
1508,0.0002560163850486431,0.03
2222,0.0002560163850486431,0.03
5647,0.0002560163850486431,0.03
171,0.0002560163850486431,0.03
246,0.0002560163850486431,0.03
8742,0.0002560163850486431,0.03
455,0.0002560163850486431,0.03
223,0.0002560163850486431,0.03
3295,0.0002560163850486431,0.03
908,0.0002560163850486431,0.03
3541,0.0002560163850486431,0.03
1983,0.0002560163850486431,0.03
3519,0.0002560163850486431,0.03
480,0.0002560163850486431,0.03
5643,0.0002560163850486431,0.03
187,0.0002560163850486431,0.03
1660,0.0002560163850486431,0.03
2356,0.0002560163850486431,0.03
2348,0.0002560163850486431,0.03
3832,0.0002560163850486431,0.03
304,0.0002560163850486431,0.03
7373,0.0002560163850486431,0.03
475,0.0002560163850486431,0.03
2656,0.0002560163850486431,0.03
7985,0.0002560163850486431,0.03
2724,0.0002560163850486431,0.03
135,0.0002560163850486431,0.03
9669,0.0002560163850486431,0.03
8180,0.0002560163850486431,0.03
10005,0.0002560163850486431,0.03
2985,0.0002560163850486431,0.03
1935,0.0002560163850486431,0.03
3190,0.0002560163850486431,0.03
3192,0.0002560163850486431,0.03
3879,0.0002560163850486431,0.03
251,0.0002560163850486431,0.03
1751,0.0002560163850486431,0.03
1999,0.0002560163850486431,0.03
3369,0.0002560163850486431,0.03
1624,0.0002560163850486431,0.03
2122,0.0002560163850486431,0.03
408,0.0002560163850486431,0.03
467,0.0002560163850486431,0.03
2795,0.0002560163850486431,0.03
334,0.0002560163850486431,0.03
3964,0.0002560163850486431,0.03
3562,0.0002560163850486431,0.03
2825,0.0002560163850486431,0.03
749,0.0002560163850486431,0.03
2185,0.0002560163850486431,0.03
181,0.0002560163850486431,0.03
2582,0.0002560163850486431,0.03
3162,0.0002560163850486431,0.03
370,0.0002560163850486431,0.03
2790,0.0002560163850486431,0.03
2928,0.0002560163850486431,0.03
332,0.0002560163850486431,0.03
428,0.0002560163850486431,0.03
252,0.0002560163850486431,0.03
2786,0.0002560163850486431,0.03
529,0.0002560163850486431,0.03
1628,0.0002560163850486431,0.03
2915,0.0002560163850486431,0.03
1911,0.0002560163850486431,0.03
1754,0.0002560163850486431,0.03
419,0.0002560163850486431,0.03
2149,0.0002560163850486431,0.03
1036,0.0002560163850486431,0.03
1172,0.0002560163850486431,0.03
643,0.0002560163850486431,0.03
1640,0.0002560163850486431,0.03
3662,0.0002560163850486431,0.03
3170,0.0002560163850486431,0.03
1652,0.0002560163850486431,0.03
1282,0.0002560163850486431,0.03
1412,0.0002560163850486431,0.03
1928,0.0002560163850486431,0.03
1802,0.0002560163850486431,0.03
1916,0.0002560163850486431,0.03
2863,0.0002560163850486431,0.03
3795,0.0002560163850486431,0.03
3530,0.0002560163850486431,0.03
2702,0.0002560163850486431,0.03
3133,0.0002560163850486431,0.03
1478,0.0002560163850486431,0.03
794,0.0002560163850486431,0.03
228,0.0002560163850486431,0.03
1995,0.0002560163850486431,0.03
2844,0.0002560163850486431,0.03
2294,0.0002560163850486431,0.03
3223,0.0002560163850486431,0.03
3665,0.0002560163850486431,0.03
3124,0.0002560163850486431,0.03
307,0.0002560163850486431,0.03
742,0.0002560163850486431,0.03
1854,0.0002560163850486431,0.03
1365,0.0002560163850486431,0.03
2728,0.0002560163850486431,0.03
1656,0.0002560163850486431,0.03
3350,0.0002560163850486431,0.03
3715,0.0002560163850486431,0.03
1895,0.0002560163850486431,0.03
2575,0.0002560163850486431,0.03
243,0.0002560163850486431,0.03
2887,0.0002560163850486431,0.03
830,0.0002560163850486431,0.03
2397,0.0002560163850486431,0.03
2539,0.0002560163850486431,0.03
1615,0.0002560163850486431,0.03
1393,0.0002560163850486431,0.03
580,0.0002560163850486431,0.03
132,0.0002560163850486431,0.03
326,0.0002560163850486431,0.03
143,0.0002560163850486431,0.03
618,0.0002560163850486431,0.03
665,0.0002560163850486431,0.03
6376,0.0002560163850486431,0.03
3538,0.0002560163850486431,0.03
3698,0.0002560163850486431,0.03
3462,0.0002560163850486431,0.03
2590,0.0002560163850486431,0.03
3864,0.0002560163850486431,0.03
709,0.0002560163850486431,0.03
5188,0.0002560163850486431,0.03
1422,0.0002560163850486431,0.03
74289,0.0002560163850486431,0.03
2123,0.0002560163850486431,0.03
2178,0.0002560163850486431,0.03
1597,0.0002560163850486431,0.03
2299,0.0002560163850486431,0.03
3214,0.0002560163850486431,0.03
2027,0.0002560163850486431,0.03
3781,0.0002560163850486431,0.03
2455,0.0002560163850486431,0.03
2204,0.0002560163850486431,0.03
1823,0.0002560163850486431,0.03
1657,0.0002560163850486431,0.03
1636,0.0002560163850486431,0.03
1130,0.0002560163850486431,0.03
1100,0.0002560163850486431,0.03
1852,0.0002560163850486431,0.03
2983,0.0002560163850486431,0.03
2367,0.0002560163850486431,0.03
1368,0.0002560163850486431,0.03
1525,0.0002560163850486431,0.03
1700,0.0002560163850486431,0.03
1892,0.0002560163850486431,0.03
3382,0.0002560163850486431,0.03
3255,0.0002560163850486431,0.03
3020,0.0002560163850486431,0.03
3429,0.0002560163850486431,0.03
5538,0.0002560163850486431,0.03
3632,0.0002560163850486431,0.03
4381,0.0002560163850486431,0.03
4772,0.0002560163850486431,0.03
4311,0.0002560163850486431,0.03
9552,0.0002560163850486431,0.03
5375,0.0002560163850486431,0.03
4454,0.0002560163850486431,0.03
4350,0.0002560163850486431,0.03
4514,0.0002560163850486431,0.03
7097,0.0002560163850486431,0.03
3571,0.0002560163850486431,0.03
2085,0.0002560163850486431,0.03
2487,0.0002560163850486431,0.03
4754,0.0002560163850486431,0.03
1884,0.0002560163850486431,0.03
3132,0.0002560163850486431,0.03
2986,0.0002560163850486431,0.03
1104,0.0002560163850486431,0.03
2036,0.0002560163850486431,0.03
3224,0.0002560163850486431,0.03
2778,0.0002560163850486431,0.03
3147,0.0002560163850486431,0.03
516,0.0002560163850486431,0.03
520,0.0002560163850486431,0.03
4396,0.0002560163850486431,0.03
2052,0.0002560163850486431,0.03
2345,0.0002560163850486431,0.03
1879,0.0002560163850486431,0.03
829,0.0002560163850486431,0.03
2668,0.0002560163850486431,0.03
154,0.0002560163850486431,0.03
2846,0.0002560163850486431,0.03
4326,0.0002560163850486431,0.03
3012,0.0002560163850486431,0.03
2923,0.0002560163850486431,0.03
6802,0.0002560163850486431,0.03
4021,0.0002560163850486431,0.03
4596,0.0002560163850486431,0.03
1730,0.0002560163850486431,0.03
6568,0.0002560163850486431,0.03
235,0.0002560163850486431,0.03
339,0.0002560163850486431,0.03
634,0.0002560163850486431,0.03
4098,0.0002560163850486431,0.03
2822,0.0002560163850486431,0.03
1768,0.0002560163850486431,0.03
4518,0.0002560163850486431,0.03
4541,0.0002560163850486431,0.03
430,0.0002560163850486431,0.03
344,0.0002560163850486431,0.03
4529,0.0002560163850486431,0.03
2612,0.0002560163850486431,0.03
2121,0.0002560163850486431,0.03
125,0.0002560163850486431,0.03
2171,0.0002560163850486431,0.03
3806,0.0002560163850486431,0.03
1741,0.0002560163850486431,0.03
1759,0.0002560163850486431,0.03
361,0.0002560163850486431,0.03
1291,0.0002560163850486431,0.03
186,0.0002560163850486431,0.03
185,0.0002560163850486431,0.03
9207,0.0002560163850486431,0.03
7031,0.0002560163850486431,0.03
9328,0.0002560163850486431,0.03
4795,0.0002560163850486431,0.03
1815,0.0002560163850486431,0.03
7950,0.0002560163850486431,0.03
3363,0.0002560163850486431,0.03
4212,0.0002560163850486431,0.03
8747,0.0002560163850486431,0.03
1490,0.0002560163850486431,0.03
3068,0.0002560163850486431,0.03
2248,0.0002560163850486431,0.03
3059,0.0002560163850486431,0.03
727,0.0002560163850486431,0.03
725,0.0002560163850486431,0.03
1827,0.0002560163850486431,0.03
3831,0.0002560163850486431,0.03
3165,0.0002560163850486431,0.03
8635,0.0002560163850486431,0.03
2033,0.0002560163850486431,0.03
1521,0.0002560163850486431,0.03
2140,0.0002560163850486431,0.03
6949,0.0002560163850486431,0.03
2804,0.0002560163850486431,0.03
2056,0.0002560163850486431,0.03
1682,0.0002560163850486431,0.03
1993,0.0002560163850486431,0.03
1403,0.0002560163850486431,0.03
161,0.0002560163850486431,0.03
885,0.0002560163850486431,0.03
2955,0.0002560163850486431,0.03
2642,0.0002560163850486431,0.03
2739,0.0002560163850486431,0.03
2502,0.0002560163850486431,0.03
2700,0.0002560163850486431,0.03
