lista_nominal,frecuencia,frecuencia_%
1873,0.0007680491551459293,0.08
699,0.0007680491551459293,0.08
1131,0.0007680491551459293,0.08
756,0.0007680491551459293,0.08
1527,0.0007680491551459293,0.08
1886,0.0007680491551459293,0.08
730,0.0007680491551459293,0.08
1740,0.0007680491551459293,0.08
1631,0.0007680491551459293,0.08
1147,0.0007680491551459293,0.08
866,0.0007680491551459293,0.08
1144,0.0007680491551459293,0.08
1111,0.0007680491551459293,0.08
854,0.0007680491551459293,0.08
890,0.0007680491551459293,0.08
779,0.0007680491551459293,0.08
1445,0.0007680491551459293,0.08
285,0.0007680491551459293,0.08
775,0.0007680491551459293,0.08
1053,0.0007680491551459293,0.08
1161,0.0007680491551459293,0.08
933,0.0007680491551459293,0.08
689,0.0007680491551459293,0.08
1266,0.0007680491551459293,0.08
1593,0.0007680491551459293,0.08
2029,0.0007680491551459293,0.08
991,0.0007680491551459293,0.08
2583,0.0007680491551459293,0.08
331,0.0007680491551459293,0.08
1082,0.0007680491551459293,0.08
2515,0.0007680491551459293,0.08
3210,0.0007680491551459293,0.08
905,0.0007680491551459293,0.08
931,0.0007680491551459293,0.08
310,0.0007680491551459293,0.08
1946,0.0007680491551459293,0.08
1118,0.0007680491551459293,0.08
1910,0.0007680491551459293,0.08
914,0.0007680491551459293,0.08
1276,0.0007680491551459293,0.08
2047,0.0007680491551459293,0.08
1647,0.0007680491551459293,0.08
366,0.0007680491551459293,0.08
985,0.0007680491551459293,0.08
831,0.0007680491551459293,0.08
1820,0.0007680491551459293,0.08
967,0.0007680491551459293,0.08
277,0.0007680491551459293,0.08
2203,0.0007680491551459293,0.08
1401,0.0007680491551459293,0.08
1012,0.0007680491551459293,0.08
1345,0.0007680491551459293,0.08
1877,0.0007680491551459293,0.08
705,0.0007680491551459293,0.08
1038,0.0007680491551459293,0.08
1146,0.0007680491551459293,0.08
906,0.0007680491551459293,0.08
1580,0.0007680491551459293,0.08
1609,0.0007680491551459293,0.08
1027,0.0007680491551459293,0.08
821,0.0007680491551459293,0.08
929,0.0007680491551459293,0.08
1224,0.0007680491551459293,0.08
800,0.0007680491551459293,0.08
338,0.0007680491551459293,0.08
501,0.0007680491551459293,0.08
1996,0.0007680491551459293,0.08
1583,0.0007680491551459293,0.08
1567,0.0007680491551459293,0.08
1788,0.0007680491551459293,0.08
1294,0.0007680491551459293,0.08
2081,0.0007680491551459293,0.08
975,0.0007680491551459293,0.08
1074,0.0005120327700972862,0.05
3245,0.0005120327700972862,0.05
1641,0.0005120327700972862,0.05
1495,0.0005120327700972862,0.05
1288,0.0005120327700972862,0.05
1307,0.0005120327700972862,0.05
2651,0.0005120327700972862,0.05
2342,0.0005120327700972862,0.05
2743,0.0005120327700972862,0.05
1335,0.0005120327700972862,0.05
1331,0.0005120327700972862,0.05
747,0.0005120327700972862,0.05
2202,0.0005120327700972862,0.05
694,0.0005120327700972862,0.05
2460,0.0005120327700972862,0.05
2099,0.0005120327700972862,0.05
1252,0.0005120327700972862,0.05
907,0.0005120327700972862,0.05
2930,0.0005120327700972862,0.05
1226,0.0005120327700972862,0.05
1542,0.0005120327700972862,0.05
1780,0.0005120327700972862,0.05
917,0.0005120327700972862,0.05
1853,0.0005120327700972862,0.05
809,0.0005120327700972862,0.05
1197,0.0005120327700972862,0.05
494,0.0005120327700972862,0.05
2746,0.0005120327700972862,0.05
3395,0.0005120327700972862,0.05
1676,0.0005120327700972862,0.05
1108,0.0005120327700972862,0.05
667,0.0005120327700972862,0.05
2037,0.0005120327700972862,0.05
1860,0.0005120327700972862,0.05
2217,0.0005120327700972862,0.05
1927,0.0005120327700972862,0.05
1744,0.0005120327700972862,0.05
2557,0.0005120327700972862,0.05
1541,0.0005120327700972862,0.05
957,0.0005120327700972862,0.05
928,0.0005120327700972862,0.05
198,0.0005120327700972862,0.05
2434,0.0005120327700972862,0.05
1158,0.0005120327700972862,0.05
1418,0.0005120327700972862,0.05
1817,0.0005120327700972862,0.05
712,0.0005120327700972862,0.05
792,0.0005120327700972862,0.05
923,0.0005120327700972862,0.05
1903,0.0005120327700972862,0.05
966,0.0005120327700972862,0.05
3273,0.0005120327700972862,0.05
3185,0.0005120327700972862,0.05
1971,0.0005120327700972862,0.05
451,0.0005120327700972862,0.05
1029,0.0005120327700972862,0.05
670,0.0005120327700972862,0.05
581,0.0005120327700972862,0.05
2156,0.0005120327700972862,0.05
2206,0.0005120327700972862,0.05
1456,0.0005120327700972862,0.05
1292,0.0005120327700972862,0.05
671,0.0005120327700972862,0.05
1201,0.0005120327700972862,0.05
703,0.0005120327700972862,0.05
754,0.0005120327700972862,0.05
884,0.0005120327700972862,0.05
1748,0.0005120327700972862,0.05
628,0.0005120327700972862,0.05
180,0.0005120327700972862,0.05
1528,0.0005120327700972862,0.05
2813,0.0005120327700972862,0.05
233,0.0005120327700972862,0.05
2162,0.0005120327700972862,0.05
2031,0.0005120327700972862,0.05
1484,0.0005120327700972862,0.05
2949,0.0005120327700972862,0.05
1133,0.0005120327700972862,0.05
1136,0.0005120327700972862,0.05
1868,0.0005120327700972862,0.05
2067,0.0005120327700972862,0.05
1808,0.0005120327700972862,0.05
1625,0.0005120327700972862,0.05
2172,0.0005120327700972862,0.05
1006,0.0005120327700972862,0.05
1047,0.0005120327700972862,0.05
944,0.0005120327700972862,0.05
1632,0.0005120327700972862,0.05
1537,0.0005120327700972862,0.05
508,0.0005120327700972862,0.05
1477,0.0005120327700972862,0.05
2214,0.0005120327700972862,0.05
1506,0.0005120327700972862,0.05
3089,0.0005120327700972862,0.05
1192,0.0005120327700972862,0.05
926,0.0005120327700972862,0.05
1452,0.0005120327700972862,0.05
1055,0.0005120327700972862,0.05
1046,0.0005120327700972862,0.05
1618,0.0005120327700972862,0.05
1882,0.0005120327700972862,0.05
2013,0.0005120327700972862,0.05
1841,0.0005120327700972862,0.05
1482,0.0005120327700972862,0.05
2245,0.0005120327700972862,0.05
1162,0.0005120327700972862,0.05
1533,0.0005120327700972862,0.05
1351,0.0005120327700972862,0.05
1635,0.0005120327700972862,0.05
1638,0.0005120327700972862,0.05
1779,0.0005120327700972862,0.05
1409,0.0005120327700972862,0.05
1831,0.0005120327700972862,0.05
1378,0.0005120327700972862,0.05
4268,0.0005120327700972862,0.05
2192,0.0005120327700972862,0.05
2090,0.0005120327700972862,0.05
2145,0.0005120327700972862,0.05
956,0.0005120327700972862,0.05
1285,0.0005120327700972862,0.05
922,0.0005120327700972862,0.05
2520,0.0005120327700972862,0.05
1894,0.0005120327700972862,0.05
1685,0.0005120327700972862,0.05
1606,0.0005120327700972862,0.05
3088,0.0005120327700972862,0.05
1590,0.0005120327700972862,0.05
1617,0.0005120327700972862,0.05
5780,0.0005120327700972862,0.05
1469,0.0005120327700972862,0.05
1723,0.0005120327700972862,0.05
1098,0.0005120327700972862,0.05
1083,0.0005120327700972862,0.05
1107,0.0005120327700972862,0.05
1669,0.0005120327700972862,0.05
683,0.0005120327700972862,0.05
660,0.0005120327700972862,0.05
1033,0.0005120327700972862,0.05
599,0.0005120327700972862,0.05
777,0.0005120327700972862,0.05
1231,0.0005120327700972862,0.05
2263,0.0005120327700972862,0.05
1149,0.0005120327700972862,0.05
1515,0.0005120327700972862,0.05
993,0.0005120327700972862,0.05
621,0.0005120327700972862,0.05
1681,0.0005120327700972862,0.05
1770,0.0005120327700972862,0.05
617,0.0005120327700972862,0.05
1619,0.0005120327700972862,0.05
1375,0.0005120327700972862,0.05
828,0.0005120327700972862,0.05
1559,0.0005120327700972862,0.05
2914,0.0005120327700972862,0.05
1826,0.0005120327700972862,0.05
1143,0.0005120327700972862,0.05
2840,0.0005120327700972862,0.05
2019,0.0005120327700972862,0.05
1232,0.0005120327700972862,0.05
1547,0.0005120327700972862,0.05
2046,0.0005120327700972862,0.05
1321,0.0005120327700972862,0.05
2250,0.0005120327700972862,0.05
1388,0.0005120327700972862,0.05
1901,0.0005120327700972862,0.05
1032,0.0005120327700972862,0.05
869,0.0005120327700972862,0.05
1519,0.0005120327700972862,0.05
1423,0.0005120327700972862,0.05
1297,0.0005120327700972862,0.05
1044,0.0005120327700972862,0.05
2277,0.0005120327700972862,0.05
1203,0.0005120327700972862,0.05
1222,0.0005120327700972862,0.05
1182,0.0005120327700972862,0.05
1318,0.0005120327700972862,0.05
920,0.0005120327700972862,0.05
2271,0.0005120327700972862,0.05
737,0.0005120327700972862,0.05
994,0.0005120327700972862,0.05
488,0.0005120327700972862,0.05
651,0.0005120327700972862,0.05
570,0.0005120327700972862,0.05
633,0.0005120327700972862,0.05
1008,0.0005120327700972862,0.05
767,0.0005120327700972862,0.05
449,0.0005120327700972862,0.05
726,0.0005120327700972862,0.05
734,0.0005120327700972862,0.05
1437,0.0005120327700972862,0.05
1141,0.0005120327700972862,0.05
623,0.0005120327700972862,0.05
1072,0.0005120327700972862,0.05
769,0.0005120327700972862,0.05
686,0.0005120327700972862,0.05
356,0.0005120327700972862,0.05
868,0.0005120327700972862,0.05
1103,0.0005120327700972862,0.05
2654,0.0005120327700972862,0.05
849,0.0005120327700972862,0.05
1169,0.0005120327700972862,0.05
1955,0.0005120327700972862,0.05
1972,0.0005120327700972862,0.05
1319,0.0005120327700972862,0.05
1407,0.0005120327700972862,0.05
602,0.0005120327700972862,0.05
1655,0.0005120327700972862,0.05
1430,0.0005120327700972862,0.05
2370,0.0005120327700972862,0.05
1555,0.0005120327700972862,0.05
2665,0.0005120327700972862,0.05
112,0.0005120327700972862,0.05
3416,0.0005120327700972862,0.05
2660,0.0005120327700972862,0.05
2851,0.0005120327700972862,0.05
1137,0.0005120327700972862,0.05
918,0.0005120327700972862,0.05
1089,0.0005120327700972862,0.05
1154,0.0005120327700972862,0.05
1707,0.0005120327700972862,0.05
321,0.0005120327700972862,0.05
2314,0.0005120327700972862,0.05
2233,0.0005120327700972862,0.05
2696,0.0005120327700972862,0.05
1867,0.0005120327700972862,0.05
1278,0.0005120327700972862,0.05
1354,0.0005120327700972862,0.05
1127,0.0005120327700972862,0.05
1289,0.0005120327700972862,0.05
478,0.0005120327700972862,0.05
1758,0.0005120327700972862,0.05
559,0.0005120327700972862,0.05
631,0.0005120327700972862,0.05
2623,0.0005120327700972862,0.05
2638,0.0005120327700972862,0.05
1067,0.0005120327700972862,0.05
1061,0.0005120327700972862,0.05
864,0.0005120327700972862,0.05
708,0.0005120327700972862,0.05
733,0.0005120327700972862,0.05
1411,0.0005120327700972862,0.05
1035,0.0005120327700972862,0.05
1379,0.0005120327700972862,0.05
1073,0.0005120327700972862,0.05
1134,0.0005120327700972862,0.05
1324,0.0005120327700972862,0.05
879,0.0005120327700972862,0.05
1040,0.0005120327700972862,0.05
1279,0.0005120327700972862,0.05
996,0.0005120327700972862,0.05
1094,0.0005120327700972862,0.05
1381,0.0005120327700972862,0.05
1985,0.0005120327700972862,0.05
1068,0.0005120327700972862,0.05
1890,0.0005120327700972862,0.05
1424,0.0005120327700972862,0.05
1037,0.0005120327700972862,0.05
1202,0.0005120327700972862,0.05
1373,0.0005120327700972862,0.05
2377,0.0005120327700972862,0.05
927,0.0005120327700972862,0.05
1342,0.0005120327700972862,0.05
1921,0.0005120327700972862,0.05
1097,0.0005120327700972862,0.05
1340,0.0005120327700972862,0.05
1188,0.0005120327700972862,0.05
1581,0.0005120327700972862,0.05
3757,0.0005120327700972862,0.05
822,0.0005120327700972862,0.05
992,0.0005120327700972862,0.05
799,0.0005120327700972862,0.05
1511,0.0005120327700972862,0.05
1889,0.0005120327700972862,0.05
1671,0.0005120327700972862,0.05
1011,0.0005120327700972862,0.05
1814,0.0005120327700972862,0.05
1885,0.0005120327700972862,0.05
3259,0.0005120327700972862,0.05
2501,0.0005120327700972862,0.05
1112,0.0005120327700972862,0.05
1505,0.0005120327700972862,0.05
2257,0.0005120327700972862,0.05
1806,0.0005120327700972862,0.05
148,0.0005120327700972862,0.05
597,0.0005120327700972862,0.05
603,0.0005120327700972862,0.05
2086,0.0005120327700972862,0.05
1492,0.0005120327700972862,0.05
1283,0.0005120327700972862,0.05
870,0.0005120327700972862,0.05
4601,0.0005120327700972862,0.05
1693,0.0005120327700972862,0.05
590,0.0005120327700972862,0.05
490,0.0005120327700972862,0.05
2069,0.0005120327700972862,0.05
2107,0.0005120327700972862,0.05
2028,0.0005120327700972862,0.05
1825,0.0005120327700972862,0.05
1526,0.0005120327700972862,0.05
2835,0.0005120327700972862,0.05
1218,0.0005120327700972862,0.05
1269,0.0005120327700972862,0.05
1157,0.0005120327700972862,0.05
1190,0.0005120327700972862,0.05
1790,0.0005120327700972862,0.05
1504,0.0005120327700972862,0.05
2991,0.0005120327700972862,0.05
2022,0.0005120327700972862,0.05
1830,0.0005120327700972862,0.05
741,0.0005120327700972862,0.05
2876,0.0005120327700972862,0.05
700,0.0005120327700972862,0.05
582,0.0005120327700972862,0.05
2098,0.0005120327700972862,0.05
669,0.0005120327700972862,0.05
1792,0.0005120327700972862,0.05
239,0.0005120327700972862,0.05
677,0.0005120327700972862,0.05
1474,0.0005120327700972862,0.05
1088,0.0005120327700972862,0.05
506,0.0005120327700972862,0.05
407,0.0005120327700972862,0.05
1899,0.0005120327700972862,0.05
1486,0.0005120327700972862,0.05
1745,0.0005120327700972862,0.05
441,0.0005120327700972862,0.05
862,0.0005120327700972862,0.05
1386,0.0005120327700972862,0.05
320,0.0005120327700972862,0.05
1195,0.0005120327700972862,0.05
1167,0.0005120327700972862,0.05
1725,0.0005120327700972862,0.05
1454,0.0005120327700972862,0.05
422,0.0005120327700972862,0.05
3040,0.0005120327700972862,0.05
2489,0.0005120327700972862,0.05
1497,0.0005120327700972862,0.05
169,0.0005120327700972862,0.05
1699,0.0005120327700972862,0.05
391,0.0005120327700972862,0.05
212,0.0005120327700972862,0.05
1328,0.0005120327700972862,0.05
921,0.0005120327700972862,0.05
1616,0.0005120327700972862,0.05
888,0.0005120327700972862,0.05
548,0.0005120327700972862,0.05
2657,0.0005120327700972862,0.05
1024,0.0005120327700972862,0.05
1908,0.0005120327700972862,0.05
1633,0.0005120327700972862,0.05
1959,0.0005120327700972862,0.05
3046,0.0005120327700972862,0.05
1091,0.0005120327700972862,0.05
572,0.0005120327700972862,0.05
267,0.0005120327700972862,0.05
1602,0.0005120327700972862,0.05
1970,0.0005120327700972862,0.05
1458,0.0005120327700972862,0.05
2049,0.0005120327700972862,0.05
1494,0.0005120327700972862,0.05
1018,0.0005120327700972862,0.05
538,0.0005120327700972862,0.05
1548,0.0005120327700972862,0.05
1117,0.0005120327700972862,0.05
1341,0.0005120327700972862,0.05
664,0.0005120327700972862,0.05
528,0.0005120327700972862,0.05
1360,0.0005120327700972862,0.05
2305,0.0005120327700972862,0.05
152,0.0005120327700972862,0.05
1026,0.0005120327700972862,0.05
1233,0.0005120327700972862,0.05
1563,0.0005120327700972862,0.05
630,0.0005120327700972862,0.05
305,0.0005120327700972862,0.05
803,0.0005120327700972862,0.05
818,0.0005120327700972862,0.05
695,0.0005120327700972862,0.05
2230,0.0005120327700972862,0.05
268,0.0005120327700972862,0.05
1268,0.0005120327700972862,0.05
3092,0.0005120327700972862,0.05
374,0.0005120327700972862,0.05
1211,0.0005120327700972862,0.05
2238,0.0005120327700972862,0.05
948,0.0005120327700972862,0.05
200,0.0005120327700972862,0.05
1382,0.0005120327700972862,0.05
444,0.0005120327700972862,0.05
429,0.0005120327700972862,0.05
1550,0.0005120327700972862,0.05
2959,0.0005120327700972862,0.05
880,0.0005120327700972862,0.05
1221,0.0005120327700972862,0.05
1784,0.0005120327700972862,0.05
1924,0.0005120327700972862,0.05
543,0.0005120327700972862,0.05
