lista_hombres,frecuencia,frecuencia_%
1461,0.0005120327700972862,0.05
1013,0.0005120327700972862,0.05
2168,0.0005120327700972862,0.05
2411,0.0005120327700972862,0.05
253,0.0005120327700972862,0.05
817,0.0005120327700972862,0.05
1472,0.0005120327700972862,0.05
1548,0.0005120327700972862,0.05
873,0.0005120327700972862,0.05
830,0.0005120327700972862,0.05
194,0.0005120327700972862,0.05
989,0.0005120327700972862,0.05
1035,0.0005120327700972862,0.05
1437,0.0005120327700972862,0.05
1304,0.0005120327700972862,0.05
868,0.0005120327700972862,0.05
1335,0.0005120327700972862,0.05
610,0.0005120327700972862,0.05
1272,0.0005120327700972862,0.05
657,0.0005120327700972862,0.05
1180,0.0005120327700972862,0.05
1216,0.0005120327700972862,0.05
1290,0.0005120327700972862,0.05
1108,0.0005120327700972862,0.05
767,0.0005120327700972862,0.05
1105,0.0005120327700972862,0.05
827,0.0005120327700972862,0.05
310,0.0005120327700972862,0.05
472,0.0005120327700972862,0.05
2639,0.0005120327700972862,0.05
1667,0.0005120327700972862,0.05
359,0.0005120327700972862,0.05
1030,0.0005120327700972862,0.05
380,0.0005120327700972862,0.05
985,0.0005120327700972862,0.05
955,0.0005120327700972862,0.05
1012,0.0005120327700972862,0.05
996,0.0005120327700972862,0.05
1406,0.0005120327700972862,0.05
926,0.0005120327700972862,0.05
839,0.0005120327700972862,0.05
722,0.0005120327700972862,0.05
1309,0.0005120327700972862,0.05
782,0.0005120327700972862,0.05
3381,0.0005120327700972862,0.05
797,0.0005120327700972862,0.05
1008,0.0005120327700972862,0.05
847,0.0005120327700972862,0.05
1070,0.0005120327700972862,0.05
695,0.0005120327700972862,0.05
1410,0.0005120327700972862,0.05
1438,0.0005120327700972862,0.05
796,0.0005120327700972862,0.05
800,0.0005120327700972862,0.05
852,0.0005120327700972862,0.05
701,0.0005120327700972862,0.05
1753,0.0005120327700972862,0.05
1028,0.0005120327700972862,0.05
1025,0.0005120327700972862,0.05
1217,0.0005120327700972862,0.05
1208,0.0005120327700972862,0.05
870,0.0005120327700972862,0.05
1264,0.0005120327700972862,0.05
785,0.0005120327700972862,0.05
291,0.0005120327700972862,0.05
896,0.0005120327700972862,0.05
1453,0.0005120327700972862,0.05
2180,0.0005120327700972862,0.05
1322,0.0005120327700972862,0.05
710,0.0005120327700972862,0.05
634,0.0005120327700972862,0.05
406,0.0005120327700972862,0.05
1049,0.0005120327700972862,0.05
1032,0.0005120327700972862,0.05
934,0.0005120327700972862,0.05
992,0.0005120327700972862,0.05
1021,0.0005120327700972862,0.05
1391,0.0005120327700972862,0.05
1405,0.0005120327700972862,0.05
124,0.0005120327700972862,0.05
1312,0.0005120327700972862,0.05
617,0.0005120327700972862,0.05
1205,0.0005120327700972862,0.05
1041,0.0005120327700972862,0.05
1086,0.0005120327700972862,0.05
1058,0.0005120327700972862,0.05
100,0.0005120327700972862,0.05
1172,0.0005120327700972862,0.05
92,0.0005120327700972862,0.05
777,0.0005120327700972862,0.05
1567,0.0005120327700972862,0.05
806,0.0005120327700972862,0.05
790,0.0005120327700972862,0.05
78,0.0005120327700972862,0.05
131,0.0005120327700972862,0.05
680,0.0005120327700972862,0.05
914,0.0005120327700972862,0.05
1104,0.0005120327700972862,0.05
242,0.0005120327700972862,0.05
139,0.0005120327700972862,0.05
204,0.0005120327700972862,0.05
